0.0 -0.0191960236672
0.02 -0.0383583709861
0.04 -0.057453424688
0.06 -0.0764476855601
0.08 -0.0953078312148
0.1 -0.114000774548
0.12 -0.132493721784
0.14 -0.150754230011
0.16 -0.168750264092
0.18 -0.186450252868
0.2 -0.203823144544
0.22 -0.220838461165
0.24 -0.237466352084
0.26 -0.253677646329
0.28 -0.269443903783
0.3 -0.284737465071
0.32 -0.299531500092
0.34 -0.31380005508
0.36 -0.327518098141
0.38 -0.340661563167
0.4 -0.353207392054
0.42 -0.365133575154
0.44 -0.37641918989
0.46 -0.387044437459
0.48 -0.396990677566
0.5 -0.406240461126
0.52 -0.414777560876
0.54 -0.422586999842
0.56 -0.429655077614
0.58 -0.435969394382
0.6 -0.441518872689
0.62 -0.446293776864
0.64 -0.450285730103
0.66 -0.453487729163
0.68 -0.45589415665
0.7 -0.457500790873
0.72 -0.458304813248
0.74 -0.458304813248
0.76 -0.457500790873
0.78 -0.45589415665
0.8 -0.453487729163
0.82 -0.450285730103
0.84 -0.446293776864
0.86 -0.441518872689
0.88 -0.435969394382
0.9 -0.429655077614
0.92 -0.422586999842
0.94 -0.414777560876
0.96 -0.406240461126
0.98 -0.396990677566
1.0 -0.387044437459
1.02 -0.37641918989
1.04 -0.365133575154
1.06 -0.353207392054
1.08 -0.340661563167
1.1 -0.327518098141
1.12 -0.31380005508
1.14 -0.299531500092
1.16 -0.284737465072
1.18 -0.269443903783
1.2 -0.253677646329
1.22 -0.237466352084
1.24 -0.220838461165
1.26 -0.203823144544
1.28 -0.186450252868
1.3 -0.168750264092
1.32 -0.150754230011
1.34 -0.132493721784
1.36 -0.114000774548
1.38 -0.0953078312147
1.4 -0.0764476855601
1.42 -0.057453424688
1.44 -0.0383583709861
1.46 -0.0191960236671
1.48 -1.16039826458e-13
1.5 0.0191960236672
1.52 0.0383583709861
1.54 0.057453424688
1.56 0.0764476855601
1.58 0.0953078312147
1.6 0.114000774548
1.62 0.132493721784
1.64 0.150754230011
1.66 0.168750264092
1.68 0.186450252868
1.7 0.203823144544
1.72 0.220838461165
1.74 0.237466352084
1.76 0.253677646329
1.78 0.269443903783
1.8 0.284737465072
1.82 0.299531500092
1.84 0.31380005508
1.86 0.327518098141
1.88 0.340661563167
1.9 0.353207392054
1.92 0.365133575154
1.94 0.37641918989
1.96 0.387044437459
1.98 0.396990677566
2.0 0.406240461126
2.02 0.414777560876
2.04 0.422586999842
2.06 0.429655077614
2.08 0.435969394382
2.1 0.441518872689
2.12 0.446293776864
2.14 0.450285730103
2.16 0.453487729163
2.18 0.45589415665
2.2 0.457500790873
2.22 0.458304813248
2.24 0.458304813248
2.26 0.457500790873
2.28 0.45589415665
2.3 0.453487729163
2.32 0.450285730103
2.34 0.446293776864
2.36 0.441518872689
2.38 0.435969394382
2.4 0.429655077614
2.42 0.422586999842
2.44 0.414777560876
2.46 0.406240461126
2.48 0.396990677566
2.5 0.387044437459
2.52 0.37641918989
2.54 0.365133575154
2.56 0.353207392054
2.58 0.340661563167
2.6 0.327518098141
2.62 0.31380005508
2.64 0.299531500092
2.66 0.284737465071
2.68 0.269443903783
2.7 0.253677646329
2.72 0.237466352084
2.74 0.220838461165
2.76 0.203823144544
2.78 0.186450252868
2.8 0.168750264092
2.82 0.150754230011
2.84 0.132493721784
2.86 0.114000774548
2.88 0.0953078312148
2.9 0.0764476855601
2.92 0.057453424688
2.94 0.0383583709861
2.96 0.019196023667
2.98 2.32079058782e-13
3.0 -0.0191960236672
3.02 -0.0383583709861
3.04 -0.057453424688
3.06 -0.0764476855601
3.08 -0.0953078312147
3.1 -0.114000774548
3.12 -0.132493721784
3.14 -0.150754230011
3.16 -0.168750264092
3.18 -0.186450252868
3.2 -0.203823144544
3.22 -0.220838461165
3.24 -0.237466352084
3.26 -0.253677646329
3.28 -0.269443903783
3.3 -0.284737465071
3.32 -0.299531500092
3.34 -0.31380005508
3.36 -0.327518098141
3.38 -0.340661563167
3.4 -0.353207392054
3.42 -0.365133575154
3.44 -0.37641918989
3.46 -0.387044437459
3.48 -0.396990677566
3.5 -0.406240461126
3.52 -0.414777560876
3.54 -0.422586999842
3.56 -0.429655077614
3.58 -0.435969394382
3.6 -0.441518872689
3.62 -0.446293776864
3.64 -0.450285730103
3.66 -0.453487729163
3.68 -0.45589415665
3.7 -0.457500790873
3.72 -0.458304813248
3.74 -0.458304813248
3.76 -0.457500790873
3.78 -0.45589415665
3.8 -0.453487729163
3.82 -0.450285730103
3.84 -0.446293776864
3.86 -0.441518872689
3.88 -0.435969394382
3.9 -0.429655077614
3.92 -0.422586999842
3.94 -0.414777560876
3.96 -0.406240461126
3.98 -0.396990677566
