x,y,z
0.0,0.0,0.0
-0.069,8.450062914116738e-18,0.2703
-0.069,8.450062914116738e-18,0.2703
-0.3756320268639975,-0.06899999999999996,0.46718616025835014
-0.3756320268639975,-0.06899999999999996,0.46718616025835014
-0.6343722790818465,-0.27898561410336215,0.6379491941734156
-0.6343722790818465,-0.27898561410336215,0.6379491941734156
